,Major,Minor,ZipCode,DocumentDate,SalePrice,SqFtLot,SqFtTotLiving,Nuisances,Has_Nuisance,TrafficNoise,PowerLines,OtherNuisances,Is_WaterFrontLocation,WaterFrontLocation,Has_Porch,Has_OpenPorch,Has_EnclosedPorch,View_MtRainier,View_Olympics,View_Cascades,SeattleSkyline,View_PugetSound,View_LakeWashington,View_LakeSammamish,View_SmallLakeRiverCreek,BldgGrade,Has_Deck,Has_Finished_Basement,Has_Attached_Garage
187078,926820,570,98117,2019-08-13,699000,5040,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0
293222,926820,80,98117,2019-09-19,500000,5040,1250,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,0,0,0
723673,926820,484,98117,2019-10-02,925000,4861,2210,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
169712,926830,70,98045,2019-05-13,869990,8263,3450,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
643498,926830,60,98045,2019-08-14,855000,7545,3320,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
557287,926830,30,98045,2019-08-22,761570,7579,3140,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
712664,926830,40,98045,2019-08-22,763983,9032,3140,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
395311,926830,10,98045,2019-09-09,874990,7838,3320,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
767608,926830,50,98045,2019-11-06,865990,7987,3450,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
735177,926830,80,98045,2019-12-05,873990,7613,3300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
315520,926870,130,98003,2019-04-03,313835,2052,1470,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
949131,926870,120,98003,2019-07-05,300000,1302,1390,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
98241,926871,450,98003,2019-08-08,305000,1302,1390,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
255157,926871,230,98003,2019-12-26,317000,2052,1470,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
729038,926885,1550,98003,2019-01-22,624999,998,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
387238,926885,1430,98003,2019-02-12,630000,998,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
589942,926885,900,98003,2019-02-26,920000,2356,2510,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
746348,926885,530,98003,2019-04-03,432896,865,1390,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
344346,926885,1520,98003,2019-04-30,550000,1068,1540,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
987980,926885,1810,98003,2019-05-09,640000,997,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
14967,926885,1120,98003,2019-05-14,818000,2090,2040,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
383854,926885,220,98003,2019-05-23,405000,745,1390,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
813150,926885,1780,98003,2019-05-23,610000,1299,1540,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
645803,926885,1580,98003,2019-06-07,625000,1068,1540,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
602315,926885,540,98003,2019-07-02,427212,1044,1590,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
542576,926885,1410,98003,2019-08-22,515000,1068,1270,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
884345,926885,1280,98003,2019-09-06,860000,3260,2150,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
972650,926885,470,98003,2019-09-16,399425,877,1370,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
924268,926885,490,98003,2019-09-18,432000,1237,1300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
137162,926885,150,98003,2019-10-19,433000,745,1390,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
723754,926885,1820,98003,2019-10-28,615000,1405,1850,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
727951,926910,50,98023,2019-10-23,377000,10391,1760,Power Lines,1,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
245415,926920,470,98126,2019-01-15,722000,4920,1910,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,1,0
441811,926920,270,98126,2019-03-01,553000,7380,720,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,4.0,1,0,0
566456,926920,245,98126,2019-07-23,532000,8733,720,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0
907107,926920,555,98126,2019-07-24,642000,4920,1840,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
856194,926927,100,98011,2019-07-01,750000,14530,2110,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1
515568,926940,50,98011,2019-04-12,565000,10089,1630,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
98358,926940,30,98011,2019-09-03,533000,8749,1140,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
326196,926975,760,98023,2019-01-03,380000,10128,1930,Power Lines,1,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
982317,927020,30,98119,2019-06-13,1250000,2250,2400,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0
701931,927080,40,98040,2019-05-29,1910000,11952,3330,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
221872,927120,54,98116,2019-09-06,1590000,28250,3510,No Nuisances,0,0,0,0,0,None,0,0,0,0,2,0,0,3,0,0,0,10.0,0,0,1
282338,927120,46,98116,2019-10-01,965000,10896,1350,No Nuisances,0,0,0,0,0,None,1,1,0,0,3,0,0,3,0,0,0,5.0,0,0,0
558897,927220,2395,98116,2019-01-22,1166667,2500,1300,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,2,1,2,0,0,0,5.0,1,0,0
81548,927220,800,98116,2019-01-31,965000,4750,2420,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,2,0,1,0,0,0,6.0,0,1,1
37694,927220,2100,98116,2019-02-04,1150000,6000,3050,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,2,1,2,0,0,0,6.0,1,1,0
580266,927220,390,98116,2019-02-08,860575,4125,1350,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
856505,927220,1535,98116,2019-03-21,685000,1505,1630,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
749785,927220,1810,98116,2019-04-11,1005000,5500,2100,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
800292,927220,740,98116,2019-06-21,1265000,5225,2350,Traffic Noise,1,1,0,0,0,None,1,1,1,0,0,0,1,1,0,0,0,6.0,1,1,0
918176,927220,130,98116,2019-06-21,2600000,7800,3680,No Nuisances,0,0,0,0,0,None,1,1,0,0,4,0,0,4,0,0,0,8.0,1,1,0
424574,927220,1890,98116,2019-07-24,875000,6050,2060,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
732283,927220,1126,98116,2019-08-07,1100000,3403,1920,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,3,1,4,0,0,0,6.0,1,1,0
767052,927220,2300,98116,2019-10-11,780000,3850,1910,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,1
76124,927220,1488,98116,2019-10-15,747500,2031,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
92193,927220,1480,98116,2019-10-22,735000,840,1530,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
406438,927220,1630,98116,2019-11-07,1150000,4970,2690,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,1
288497,927220,430,98116,2019-12-17,845000,2650,1770,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
501422,927220,1705,98116,2019-04-17,580000,898,980,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
669116,927220,2605,98116,2019-07-29,1360000,2358,2440,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,4,1,4,0,0,0,7.0,0,1,0
617771,927220,1711,98116,2019-08-07,555000,895,980,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
605532,927320,145,98116,2019-03-14,2292000,3960,3220,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,3,1,4,0,0,0,8.0,1,1,0
407037,927320,25,98116,2019-06-24,875000,6300,1840,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
659722,927320,20,98116,2019-10-17,1775000,4758,3750,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,1,1,0,0,0,8.0,1,1,0
215107,927420,845,98116,2019-01-04,730000,3150,1460,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
142130,927420,2340,98116,2019-02-06,488056,5000,1120,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
405595,927420,235,98116,2019-03-31,100000,5750,940,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
867566,927420,4380,98116,2019-04-17,1565000,5263,3180,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,3,1,3,0,0,0,8.0,1,0,1
827434,927420,4220,98116,2019-04-29,816000,6250,1660,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
192271,927420,15,98116,2019-06-05,752500,1437,1430,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
32500,927420,3180,98116,2019-07-10,1095000,5750,1570,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,0
500657,927420,1950,98116,2019-07-11,825000,4718,1720,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0
838974,927420,1660,98116,2019-08-28,610000,3233,750,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,4.0,0,0,0
205370,927420,4385,98116,2019-09-06,1475000,5282,2510,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,3,1,3,0,0,0,8.0,1,0,1
473510,927420,1060,98116,2019-09-10,725000,5625,1370,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
615353,927420,2165,98116,2019-09-18,1000000,4375,1570,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
859880,927420,2410,98116,2019-09-24,915000,4600,1880,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
212859,927420,3160,98116,2019-10-09,925000,4255,1924,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
956949,927420,3590,98116,2019-10-15,1900000,11500,3580,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,0
238095,927420,2790,98116,2019-10-22,917500,4375,1770,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,5.0,0,0,0
605854,927420,340,98116,2019-11-19,1039000,7475,1390,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
11106,927420,2810,98116,2019-12-04,1600000,8750,2960,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,0
481766,927420,3120,98116,2019-12-12,965000,4255,2300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
886773,927420,2260,98116,2019-12-17,785000,3450,1780,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
717952,927420,3725,98116,2019-03-05,1825000,3000,2530,No Nuisances,0,0,0,0,0,None,1,1,0,0,3,0,0,4,0,0,0,8.0,1,1,0
816437,927420,3841,98116,2019-09-16,875000,2077,2340,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
718560,927470,110,98116,2019-04-29,1035000,5750,2400,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,0
178925,927570,2270,98126,2019-03-26,1395000,4500,2930,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,6.0,1,1,0
104898,927570,2260,98126,2019-04-03,1295000,4000,3270,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
183190,927570,2151,98126,2019-04-22,1070000,4100,2460,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,0,1,0
336146,927570,3050,98126,2019-05-01,1050000,3404,1880,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,3,1,3,0,0,0,6.0,1,1,1
312916,927570,2170,98126,2019-05-15,1020000,5500,1990,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,1,1,0,0,0,5.0,0,1,1
216318,927570,2355,98126,2019-05-23,1220000,6300,2940,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,2,1,2,0,0,0,6.0,1,1,1
814004,927570,3120,98126,2019-06-12,1135000,6000,3830,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,3,1,2,0,0,0,7.0,1,1,1
255779,927570,1965,98126,2019-07-03,1150000,3700,2090,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,1,0,0,0,8.0,1,1,0
266056,927570,3045,98126,2019-09-17,888888,3675,2040,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,3,1,3,0,0,0,6.0,0,1,0
666385,927620,1781,98116,2019-02-06,885000,4950,1710,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
172015,927620,1945,98116,2019-04-23,600000,5750,2040,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
326438,927620,1440,98116,2019-05-30,715000,5500,1230,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
517971,927620,170,98116,2019-06-26,780000,6250,1460,Power Lines,1,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
675145,927620,210,98116,2019-07-29,650280,6250,910,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,5.0,0,0,0
792851,927620,1885,98116,2019-08-28,930000,5000,2120,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
929357,927620,216,98116,2019-09-27,626000,933,1140,Traffic Noise,1,2,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,6.0,1,1,0
514609,927720,155,98116,2019-01-02,855000,34068,2350,No Nuisances,0,0,0,0,0,None,1,1,0,0,3,0,0,3,0,0,0,6.0,1,1,0
910901,927720,290,98116,2019-04-11,600000,5000,1000,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
836844,927720,320,98116,2019-12-13,555000,3320,820,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
241382,927770,10,98116,2019-10-16,887500,7140,2530,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
681774,927820,40,98116,2019-01-28,525000,6072,700,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
252569,927820,145,98116,2019-04-25,732000,6500,990,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
293622,927820,18,98116,2019-05-04,775000,5450,1250,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0
91849,927820,131,98116,2019-06-13,685000,6110,1460,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
624574,927920,1055,98116,2019-07-23,965000,5000,1470,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
115907,927920,665,98116,2019-08-05,885000,6325,1810,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,1
794624,927970,295,98116,2019-01-30,1800000,8176,1480,No Nuisances,0,0,0,0,0,None,1,1,0,0,4,0,0,4,0,0,0,6.0,0,0,1
581360,927970,430,98116,2019-04-18,2600000,9010,3660,No Nuisances,0,0,0,0,0,None,1,1,0,0,2,0,0,2,0,0,0,8.0,1,0,0
846656,927970,200,98116,2019-05-07,1450000,6750,1480,No Nuisances,0,0,0,0,0,None,1,1,0,0,4,0,0,4,0,0,0,7.0,0,0,1
963940,927970,310,98116,2019-08-10,2172500,6000,3950,No Nuisances,0,0,0,0,0,None,1,1,0,0,4,0,0,4,0,0,0,7.0,0,1,1
380890,927970,50,98116,2019-07-09,1827500,6200,3680,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
246823,928120,266,98116,2019-07-31,750000,5600,2050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
531877,928120,276,98116,2019-07-31,750000,5600,2050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
665191,928120,285,98116,2019-07-31,750000,5000,2050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
743226,928120,255,98116,2019-07-31,750000,5700,2050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
158287,928170,220,98116,2019-09-12,1020000,5146,1960,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,1
389568,928170,25,98116,2019-10-03,665000,4400,1690,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
989265,928170,170,98116,2019-10-16,1065000,4300,1560,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
309351,928280,1680,98178,2019-01-11,615000,9000,2780,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,1
346617,928280,1155,98178,2019-02-01,720000,7500,2550,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
935520,928280,1950,98178,2019-02-12,598000,6000,1210,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,0,0,3,0,0,5.0,0,0,0
856834,928280,1695,98178,2019-02-18,610000,9000,2580,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0
863968,928280,55,98178,2019-02-28,510000,6000,1470,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
44672,928280,65,98178,2019-04-03,485000,6000,1190,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
811774,928280,1260,98178,2019-04-30,563500,6000,2330,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
453959,928280,1910,98178,2019-07-02,799000,6000,2420,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,2,0,0,2,0,0,5.0,0,1,1
502929,928280,35,98178,2019-08-09,459000,6000,1160,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
316791,928280,1450,98178,2019-08-28,550000,7500,2380,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,1
993496,928280,135,98178,2019-10-01,399950,6000,870,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
787241,928280,320,98178,2019-10-10,431000,5400,1140,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
295088,928280,325,98178,2019-10-16,372988,5400,1020,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
899118,928280,1030,98178,2019-10-16,695000,6000,2730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,1,0,0,5.0,1,1,1
94329,928280,85,98178,2019-11-19,478000,6000,1200,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
329988,928280,306,98178,2019-11-22,520000,3000,1500,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
693636,928380,285,98010,2019-10-15,1225000,17190,3830,No Nuisances,0,0,0,0,1,River or slough,1,1,0,0,0,0,0,0,0,0,2,8.0,1,1,0
788839,928380,130,98010,2019-12-09,900000,16512,1900,No Nuisances,0,0,0,0,1,Other lake,1,1,0,4,0,0,0,0,0,0,4,5.0,1,0,0
496093,928480,55,98106,2019-02-04,430000,5750,1060,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
982663,928480,2865,98106,2019-04-10,545000,5750,1360,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
791441,928480,1100,98126,2019-01-14,523500,5750,1060,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
991018,928480,1555,98126,2019-02-12,1125000,5750,3320,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,1
167530,928480,1170,98126,2019-03-14,530000,5750,1060,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
205664,928480,1915,98126,2019-04-08,665000,5750,2020,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,1,0,0,0,0,5.0,1,1,0
286724,928480,1160,98126,2019-08-09,560000,5750,1360,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
358260,928480,1755,98126,2019-09-20,353347,5750,2340,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
427498,928580,15,98126,2019-01-08,774999,4567,2120,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,1,0,0,0,0,5.0,0,1,0
420587,928580,715,98126,2019-03-19,730000,4880,1550,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
579207,928580,40,98126,2019-03-19,750000,5000,1820,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
872533,928580,220,98126,2019-04-03,739000,3333,1540,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
503424,928580,480,98126,2019-04-05,1225000,5000,2620,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,3,0,0,0,0,0,6.0,1,1,1
673157,928580,265,98126,2019-04-29,705000,5650,1710,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,5.0,0,1,0
627302,928580,740,98126,2019-05-21,665000,5695,2510,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
755612,928580,795,98126,2019-06-21,739500,5406,2380,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
51597,928580,85,98126,2019-06-28,614900,5000,920,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,5.0,1,1,0
833422,928580,355,98126,2019-07-05,1250000,11221,3760,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,4,1,0,0,0,0,7.0,1,1,0
286573,928580,255,98126,2019-08-01,650000,5000,1520,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,5.0,0,1,0
257339,928580,106,98126,2019-11-19,550000,4062,970,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,5.0,0,0,0
145052,928580,410,98126,2019-11-25,1250000,5000,3290,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,7.0,1,1,0
410035,928600,420,98006,2019-03-18,1600000,23224,5300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,1
225279,928600,100,98006,2019-04-22,2040000,14011,5750,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,1
75900,928600,40,98006,2019-05-21,1550000,21818,3510,No Nuisances,0,0,0,0,0,None,1,1,0,0,2,0,0,0,0,0,0,8.0,1,1,1
71972,928610,120,98027,2019-10-23,699000,2692,1670,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0
217539,928620,70,98001,2019-05-21,304250,10013,2840,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
475851,928620,80,98001,2019-07-25,600000,45738,3560,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,6.0,1,1,0
166070,928680,91,98146,2019-04-22,275000,10322,610,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
460898,928680,76,98146,2019-04-26,635000,9554,2610,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
280209,928682,40,98011,2019-01-29,720000,9920,2700,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
972288,928780,2850,98103,2019-03-13,1075000,5000,2870,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,1
