,Major,Minor,PropType,SqFtLot,SalePrice,DocumentDate,NbrLivingUnits,SqFtTotLiving,Has_Porch,Nuisances,WaterFrontLocation,Is_WaterFrontLocation,Has_Nuisance
5928,178663,160,R,5812,110000,2019-10-28,1,2490,1,No Nuisances,None,0,0
5929,178663,70,R,6000,544500,2019-11-14,1,2770,1,No Nuisances,None,0,0
5930,178664,90,R,9347,627950,2019-06-12,1,2680,1,Power Lines,None,0,1
5931,178670,260,R,9818,575000,2019-01-03,1,2320,0,No Nuisances,None,0,0
5932,178670,50,R,6249,559950,2019-07-30,1,2490,1,No Nuisances,None,0,0
5933,178671,160,R,7609,639950,2019-09-12,1,3260,1,No Nuisances,None,0,0
5934,178671,110,R,7600,686000,2019-10-10,1,4020,1,No Nuisances,None,0,0
5935,178700,130,R,15824,239067,2019-11-29,1,4640,1,No Nuisances,None,0,0
5936,178730,30,R,30377,865000,2019-09-24,1,2360,0,No Nuisances,None,0,0
5937,178760,202,R,12987,530000,2019-02-14,1,1020,0,No Nuisances,None,0,0
5938,178760,164,R,4920,522500,2019-08-21,1,1560,0,No Nuisances,None,0,0
5939,178760,176,R,7500,400000,2019-10-24,1,940,0,No Nuisances,None,0,0
5940,178830,175,R,9600,355000,2019-03-25,1,1340,0,Traffic Noise,None,0,1
5941,178850,85,R,9775,300000,2019-11-12,1,820,0,No Nuisances,None,0,0
5942,178870,105,R,8424,314900,2019-04-15,1,950,0,No Nuisances,None,0,0
5943,178880,430,R,8400,260000,2019-02-07,1,840,1,No Nuisances,None,0,0
5944,178880,780,R,9000,330000,2019-03-22,1,1250,1,No Nuisances,None,0,0
5945,178880,810,R,8856,280000,2019-06-04,1,1130,0,No Nuisances,None,0,0
5946,178880,20,R,8653,324900,2019-07-22,1,940,1,No Nuisances,None,0,0
5947,178880,770,R,8400,315000,2019-09-04,1,840,0,No Nuisances,None,0,0
5948,178880,670,R,8400,279000,2019-10-03,1,810,1,No Nuisances,None,0,0
5949,178880,290,R,8400,329000,2019-10-31,1,1180,1,No Nuisances,None,0,0
5950,178880,820,R,8712,40000,2019-12-05,1,1320,0,No Nuisances,None,0,0
5951,178890,30,R,8470,210719,2019-02-13,1,1040,0,No Nuisances,None,0,0
5952,178890,10,R,8470,290000,2019-02-20,1,1200,0,No Nuisances,None,0,0
5953,178890,100,R,9000,300000,2019-04-04,1,1050,0,No Nuisances,None,0,0
5954,178890,50,R,8470,369950,2019-09-26,1,1460,0,No Nuisances,None,0,0
5955,178910,20,R,10350,370000,2019-07-09,1,1100,0,No Nuisances,None,0,0
5956,178960,30,R,9596,520000,2019-03-06,1,2290,1,No Nuisances,None,0,0
5957,178961,110,R,9659,525000,2019-09-17,1,2550,1,No Nuisances,None,0,0
5958,178990,75,R,24534,399000,2019-05-30,1,1800,1,No Nuisances,None,0,0
5959,179000,100,R,15388,575000,2019-06-03,1,3240,1,No Nuisances,None,0,0
5960,179030,30,R,9280,443700,2019-04-23,1,2140,0,Traffic Noise,None,0,1
5961,179030,230,R,11924,495000,2019-10-24,1,1940,0,No Nuisances,None,0,0
5962,179390,40,R,9656,3488000,2019-03-18,1,4320,1,No Nuisances,None,0,0
5963,179390,160,R,10101,3050000,2019-05-01,1,4080,1,No Nuisances,None,0,0
5964,179390,90,R,9664,3100000,2019-06-04,1,4120,1,No Nuisances,None,0,0
5965,179390,110,R,11793,2838000,2019-11-26,1,4300,1,No Nuisances,None,0,0
5966,179390,10,R,10884,2670000,2019-12-09,1,4050,1,No Nuisances,None,0,0
5967,179450,350,R,5400,2325000,2019-04-30,1,3520,1,No Nuisances,None,0,0
5968,179450,35,R,4800,1139000,2019-05-20,1,2330,1,Other Nuisances,None,0,1
5969,179450,645,R,5400,1750000,2019-06-11,2,3380,1,Other Nuisances,None,0,1
5970,179450,715,R,5400,1815000,2019-06-13,1,2920,1,No Nuisances,None,0,0
5971,179450,720,R,5400,1230000,2019-10-07,1,2070,1,No Nuisances,None,0,0
5972,179520,10,R,18551,1950000,2019-05-02,1,2580,0,No Nuisances,None,0,0
5973,179550,260,R,8645,387000,2019-02-21,1,2160,0,No Nuisances,None,0,0
5974,179550,120,R,8645,290000,2019-10-09,1,1070,1,No Nuisances,None,0,0
5975,179570,100,R,5000,815000,2019-03-28,1,4030,0,No Nuisances,None,0,0
5976,179580,40,R,20388,1600000,2019-11-16,1,5370,0,No Nuisances,None,0,0
5977,179590,80,R,7121,775000,2019-07-15,1,1970,1,No Nuisances,None,0,0
5978,179590,300,R,7837,865000,2019-11-06,1,2490,1,No Nuisances,None,0,0
5979,179591,150,R,8898,875000,2019-03-05,1,2390,0,No Nuisances,None,0,0
5980,179591,240,R,8386,800000,2019-08-19,1,2300,0,No Nuisances,None,0,0
5981,179591,370,R,7218,829950,2019-12-17,1,2130,0,No Nuisances,None,0,0
5982,179592,290,R,7196,850000,2019-06-05,1,2590,1,No Nuisances,None,0,0
5983,179600,140,R,48787,525152,2019-06-03,1,2780,1,Traffic Noise,None,0,1
5984,179610,45,R,51846,695000,2019-04-29,1,2220,1,No Nuisances,None,0,0
5985,179615,30,R,38081,575000,2019-07-02,1,2590,0,No Nuisances,None,0,0
5986,179615,150,R,41790,603000,2019-11-13,1,2060,1,No Nuisances,None,0,0
5987,179615,140,R,41515,585000,2019-11-26,1,2280,1,No Nuisances,None,0,0
5988,179620,260,R,9800,400000,2019-05-08,1,1730,0,No Nuisances,None,0,0
5989,179620,160,R,8670,370000,2019-06-06,1,1650,1,No Nuisances,None,0,0
5990,179625,160,R,35350,372000,2019-11-14,1,1560,0,No Nuisances,None,0,0
5991,179630,20,R,9675,325000,2019-10-30,1,1530,1,Traffic Noise,None,0,1
5992,179632,30,R,4446,450000,2019-02-05,1,2210,1,No Nuisances,None,0,0
5993,179632,40,R,5354,459000,2019-08-06,1,2380,1,No Nuisances,None,0,0
5994,179635,300,R,10400,299000,2019-03-18,1,860,0,No Nuisances,None,0,0
5995,179635,510,R,7150,410000,2019-05-08,1,1230,1,No Nuisances,None,0,0
5996,179635,340,R,6600,385000,2019-06-07,1,1530,1,No Nuisances,None,0,0
5997,179635,460,R,8750,315000,2019-06-18,1,1390,0,Traffic Noise,None,0,1
5998,179635,860,R,7500,360000,2019-06-25,1,1730,0,No Nuisances,None,0,0
5999,179635,580,R,8400,389600,2019-08-02,1,1440,1,No Nuisances,None,0,0
6000,179635,930,R,7350,387300,2019-09-05,1,1250,1,No Nuisances,None,0,0
6001,179636,370,R,8223,368000,2019-03-07,1,1540,0,No Nuisances,None,0,0
6002,179636,100,R,10346,437000,2019-04-08,1,2030,0,No Nuisances,None,0,0
6003,179636,450,R,8113,377500,2019-06-11,1,1490,0,No Nuisances,None,0,0
6004,179636,200,R,8172,414000,2019-10-30,1,1660,0,No Nuisances,None,0,0
6005,179636,620,R,8266,359950,2019-12-05,1,1180,0,No Nuisances,None,0,0
6006,179637,590,R,7599,374900,2019-01-22,1,1490,1,No Nuisances,None,0,0
6007,179637,390,R,8161,383000,2019-02-07,1,1560,1,No Nuisances,None,0,0
6008,179637,50,R,7457,420000,2019-04-17,1,1640,1,No Nuisances,None,0,0
6009,179638,120,R,9008,413000,2019-02-22,1,1660,0,No Nuisances,None,0,0
6010,179638,850,R,7196,398000,2019-04-23,1,1670,0,No Nuisances,None,0,0
6011,179638,790,R,8324,390000,2019-06-25,1,2170,0,No Nuisances,None,0,0
6012,179638,810,R,7263,363000,2019-07-10,1,1680,1,No Nuisances,None,0,0
6013,179638,490,R,6825,311000,2019-07-12,1,1100,0,No Nuisances,None,0,0
6014,179638,60,R,7372,400000,2019-08-06,1,1290,1,No Nuisances,None,0,0
6015,179638,20,R,7350,380000,2019-08-23,1,1670,0,No Nuisances,None,0,0
6016,179638,40,R,7350,374888,2019-11-27,1,1290,1,No Nuisances,None,0,0
6017,179639,50,R,7404,422000,2019-04-30,1,1650,0,No Nuisances,None,0,0
6018,179639,60,R,8160,385000,2019-05-10,1,1090,0,No Nuisances,None,0,0
6019,179640,70,R,9496,320000,2019-02-01,1,960,0,No Nuisances,None,0,0
6020,179641,20,R,6528,438000,2019-03-15,1,1680,0,No Nuisances,None,0,0
6021,179650,50,R,3600,454800,2019-05-17,1,1980,1,No Nuisances,None,0,0
6022,179670,170,R,3935,452000,2019-09-17,1,1770,0,No Nuisances,None,0,0
6023,179670,190,R,5230,435000,2019-10-29,1,1770,0,No Nuisances,None,0,0
6024,179750,555,R,4000,860000,2019-07-01,1,1800,0,Traffic Noise,None,0,1
6025,179750,1270,R,4000,933000,2019-07-11,1,1680,1,No Nuisances,None,0,0
6026,179750,525,R,4160,867000,2019-09-09,1,2770,1,No Nuisances,None,0,0
6027,179750,125,R,5488,905000,2019-09-19,1,1810,1,No Nuisances,None,0,0
6028,179750,480,R,4480,1205000,2019-11-22,1,3260,1,No Nuisances,None,0,0
6029,179750,1275,R,4000,1200000,2019-12-13,1,2670,1,Traffic Noise,None,0,1
6030,179800,25,R,3200,809500,2019-02-18,1,1050,1,No Nuisances,None,0,0
6031,180150,120,R,7488,480000,2019-09-23,1,1850,0,No Nuisances,None,0,0
6032,180170,30,R,33542,5800000,2019-03-18,1,5540,1,No Nuisances,Lake Washington,1,0
6033,180200,10,R,20213,4998000,2019-07-19,1,6220,1,Traffic Noise,None,0,1
6034,180200,30,R,20054,3900000,2019-09-20,1,5300,1,No Nuisances,None,0,0
6035,180690,495,R,1542,929000,2019-03-08,1,1590,0,No Nuisances,None,0,0
6036,180690,455,R,708,2100000,2019-05-15,1,1180,1,No Nuisances,None,0,0
6037,180690,35,R,2582,860000,2019-07-09,1,690,1,No Nuisances,None,0,0
6038,180690,499,R,1330,929000,2019-07-25,1,1720,0,No Nuisances,None,0,0
6039,180790,125,R,5000,2278000,2019-04-04,1,3760,1,No Nuisances,None,0,0
6040,180790,325,R,5000,800000,2019-12-13,1,1250,0,No Nuisances,None,0,0
6041,181080,30,R,14575,275000,2019-07-31,1,1240,1,No Nuisances,None,0,0
6042,181480,1060,R,1890,427000,2019-05-02,1,1010,0,Traffic Noise,None,0,1
6043,181480,850,R,6750,480000,2019-05-28,1,730,0,Traffic Noise,None,0,1
6044,181480,535,R,3939,985000,2019-07-12,1,2580,0,No Nuisances,None,0,0
6045,181880,340,R,8600,2100000,2019-05-17,1,4860,0,No Nuisances,None,0,0
6046,181880,345,R,7918,1110150,2019-07-25,1,3120,0,No Nuisances,None,0,0
6047,181980,195,R,3948,885000,2019-10-01,1,1240,1,No Nuisances,None,0,0
6048,181980,100,R,4651,733000,2019-10-02,1,1090,0,No Nuisances,None,0,0
6049,182006,9070,R,43560,59152,2019-09-11,1,2300,1,Traffic Noise,None,0,1
6050,182006,9019,R,423838,330000,2019-09-18,1,900,0,No Nuisances,None,0,0
6051,182007,9032,R,215001,220000,2019-04-23,1,2500,1,Traffic Noise,None,0,1
6052,182007,9031,R,215006,647000,2019-04-26,1,3910,0,Traffic Noise,None,0,1
6053,182105,9066,R,9749,415000,2019-03-25,1,2470,1,No Nuisances,None,0,0
6054,182105,9245,R,10890,421000,2019-04-01,1,2100,0,No Nuisances,None,0,0
6055,182105,9312,R,16500,405000,2019-07-15,1,1480,0,No Nuisances,None,0,0
6056,182105,9109,R,10077,355000,2019-09-13,1,1540,0,Traffic Noise,None,0,1
6057,182105,9265,R,20520,450000,2019-11-25,1,3900,0,No Nuisances,None,0,0
6058,182105,9014,R,6410,1120000,2019-12-12,1,2630,1,No Nuisances,None,0,0
6059,182203,9119,R,9600,375000,2019-05-15,1,1080,0,No Nuisances,None,0,0
6060,182203,9057,R,103672,650000,2019-06-18,1,2350,1,Traffic Noise,None,0,1
6061,182203,9124,R,17000,540000,2019-12-02,1,1310,1,No Nuisances,None,0,0
6062,182205,9056,R,29269,453330,2019-01-07,1,1600,0,No Nuisances,None,0,0
6063,182205,9477,R,7754,550000,2019-02-21,1,2977,1,No Nuisances,None,0,0
6064,182205,9209,R,15400,400000,2019-02-25,1,2550,1,Traffic Noise,None,0,1
6065,182205,9254,R,9000,325000,2019-03-05,1,1100,1,Traffic Noise,None,0,1
6066,182205,9426,R,8885,558000,2019-03-12,1,3050,1,No Nuisances,None,0,0
6067,182205,9045,R,8815,602000,2019-05-15,1,3290,1,No Nuisances,None,0,0
6068,182205,9128,R,22689,470000,2019-05-21,1,2600,1,No Nuisances,None,0,0
6069,182205,9160,R,26387,470000,2019-05-22,1,1420,0,No Nuisances,None,0,0
6070,182205,9333,R,14667,350500,2019-07-13,1,1560,1,No Nuisances,None,0,0
6071,182205,9144,R,14508,335000,2019-09-06,1,1120,0,Traffic Noise,None,0,1
6072,182205,9049,R,13340,419500,2019-09-26,1,1320,0,No Nuisances,None,0,0
6073,182205,9079,R,8276,395950,2019-09-30,1,2060,1,No Nuisances,None,0,0
6074,182205,9427,R,8886,605000,2019-11-08,1,2880,1,No Nuisances,None,0,0
6075,182206,9050,R,15120,372800,2019-09-09,1,1000,0,Traffic Noise,None,0,1
6076,182206,9116,R,99752,764950,2019-09-24,1,2400,0,No Nuisances,None,0,0
6077,182207,9051,R,108029,710000,2019-06-27,1,1760,1,No Nuisances,None,0,0
6078,182207,9009,R,168141,500,2019-11-04,1,2240,0,No Nuisances,None,0,0
6079,182207,9041,R,97910,500,2019-11-04,1,1780,1,No Nuisances,None,0,0
6080,182211,9024,R,60112,150000,2019-08-21,1,580,0,Traffic Noise,River or slough,1,1
6081,182230,56,R,2100,845000,2019-01-31,1,2000,0,No Nuisances,None,0,0
6082,182230,55,R,2072,835000,2019-03-21,1,2000,0,No Nuisances,None,0,0
6083,182236,60,R,5249,730000,2019-04-11,1,2520,1,No Nuisances,None,0,0
6084,182250,340,R,4717,427500,2019-07-23,1,2109,1,No Nuisances,None,0,0
6085,182250,220,R,7057,475000,2019-08-15,1,1949,1,No Nuisances,None,0,0
6086,182250,160,R,11473,500900,2019-10-11,1,2570,1,No Nuisances,None,0,0
6087,182303,9044,R,224944,3030,2019-02-16,1,800,0,Traffic Noise,None,0,1
6088,182303,9134,R,117619,2655,2019-03-21,1,1150,0,Traffic Noise,None,0,1
6089,182303,9065,R,37927,1500,2019-03-25,1,480,0,Traffic Noise,None,0,1
6090,182303,9063,R,13906,570000,2019-05-16,1,1220,1,No Nuisances,Puget Sound,1,0
6091,182303,9061,R,129695,645000,2019-06-20,1,2330,0,No Nuisances,None,0,0
6092,182303,9049,R,328827,2500,2019-06-21,1,1220,0,Traffic Noise,None,0,1
6093,182303,9180,R,102723,312891,2019-11-08,1,1850,1,Traffic Noise,None,0,1
6094,182303,9064,R,14323,590000,2019-11-12,1,1110,0,No Nuisances,Puget Sound,1,0
6095,182303,9067,R,13112,205500,2019-11-20,1,1460,1,No Nuisances,Puget Sound,1,0
6096,182304,9040,R,19682,740000,2019-04-19,1,2990,0,No Nuisances,None,0,0
6097,182304,9062,R,8303,380000,2019-05-20,1,1210,1,Other Nuisances,None,0,1
6098,182304,9208,R,7800,375000,2019-06-22,1,1520,0,No Nuisances,None,0,0
6099,182304,9223,R,9271,438000,2019-07-30,1,1960,0,Traffic Noise,None,0,1
6100,182304,9182,R,9225,460000,2019-08-23,1,1200,0,No Nuisances,None,0,0
6101,182304,9151,R,11178,560000,2019-11-20,1,1440,0,No Nuisances,None,0,0
6102,182304,9097,R,8916,450000,2019-11-20,1,1680,0,No Nuisances,None,0,0
6103,182304,9094,R,7704,250000,2019-12-02,1,1340,1,No Nuisances,None,0,0
6104,182305,9269,R,7045,480000,2019-02-22,1,2480,0,Traffic Noise,None,0,1
6105,182305,9290,R,4634,475000,2019-10-21,1,2550,1,Traffic Noise,None,0,1
6106,182305,9159,R,5000,440000,2019-11-16,1,1700,1,Traffic Noise,None,0,1
6107,182306,9233,R,23761,650000,2019-02-19,1,1770,0,No Nuisances,None,0,0
6108,182306,9017,R,110206,215000,2019-04-24,1,1270,1,No Nuisances,None,0,0
6109,182306,9120,R,85377,1300000,2019-05-22,1,3360,1,No Nuisances,Other lake,1,0
6110,182306,9266,R,65137,605000,2019-06-20,1,1930,1,No Nuisances,None,0,0
6111,182306,9141,R,23168,712000,2019-07-09,1,2582,1,No Nuisances,None,0,0
6112,182306,9066,R,46609,670000,2019-07-09,1,2140,0,No Nuisances,None,0,0
6113,182306,9278,R,44866,616500,2019-07-19,1,1410,1,No Nuisances,None,0,0
6114,182306,9234,R,27600,375000,2019-08-08,1,1420,0,Traffic Noise,None,0,1
6115,182306,9200,R,18174,601000,2019-09-18,1,2290,1,No Nuisances,None,0,0
6116,182306,9250,R,131551,775000,2019-10-07,1,2070,0,No Nuisances,None,0,0
6117,182306,9219,R,11780,390000,2019-10-23,1,920,0,No Nuisances,None,0,0
6118,182306,9110,R,69260,450000,2019-11-25,1,1400,0,Traffic Noise,None,0,1
6119,182309,9069,R,886010,4125000,2019-02-25,1,7900,0,No Nuisances,River or slough,1,0
6120,182309,9039,R,411981,1300000,2019-07-10,1,4370,1,No Nuisances,River or slough,1,0
6121,182309,9042,R,308950,985000,2019-10-21,1,2720,1,No Nuisances,River or slough,1,0
6122,182405,9136,R,9653,1460000,2019-01-30,1,3660,1,No Nuisances,None,0,0
6123,182405,9144,R,13978,1941500,2019-02-26,1,3990,1,No Nuisances,None,0,0
6124,182405,9140,R,11303,1125000,2019-05-08,1,2500,1,Traffic Noise,None,0,1
6125,182405,9081,R,17550,2646000,2019-11-14,1,5090,0,Traffic Noise,None,0,1
6126,182406,9182,R,23585,2400000,2019-01-23,1,5550,1,No Nuisances,Lake Sammamish,1,0
6127,182406,9193,R,21161,820000,2019-02-15,1,1760,0,No Nuisances,None,0,0
6128,182406,9119,R,12754,1925000,2019-03-04,1,4040,1,No Nuisances,None,0,0
6129,182406,9050,R,14223,3475000,2019-06-07,1,4530,1,No Nuisances,Lake Sammamish,1,0
6130,182406,9039,R,14810,7350000,2019-08-06,1,1610,0,No Nuisances,None,0,0
6131,182406,9079,R,44927,7350000,2019-08-06,1,6600,1,No Nuisances,Lake Sammamish,1,0
6132,182407,9080,R,84942,929000,2019-04-03,1,2490,1,No Nuisances,None,0,0
6133,182407,9037,R,228690,840000,2019-08-12,1,1940,1,No Nuisances,None,0,0
6134,182407,9085,R,93779,815450,2019-10-03,1,2790,1,No Nuisances,None,0,0
6135,182408,9042,R,333234,856000,2019-09-05,1,1790,1,No Nuisances,None,0,0
6136,182480,115,R,5000,1137000,2019-06-04,1,1730,1,No Nuisances,None,0,0
6137,182504,9120,R,2960,879950,2019-06-25,2,2186,1,No Nuisances,None,0,0
6138,182506,9129,R,7729,1684913,2019-05-28,1,3780,1,Traffic Noise,None,0,1
6139,182506,9078,R,41671,540000,2019-06-28,1,1660,0,No Nuisances,None,0,0
6140,182506,9123,R,6979,1998000,2019-09-03,1,4880,1,No Nuisances,None,0,0
6141,182506,9016,R,100623,1600000,2019-10-15,1,5010,1,No Nuisances,None,0,0
6142,182506,9049,R,9392,1750000,2019-10-22,1,3890,1,No Nuisances,None,0,0
6143,182506,9087,R,9298,3450000,2019-11-06,1,3370,1,Traffic Noise,Lake Sammamish,1,1
6144,182506,9074,R,161201,3900000,2019-11-07,1,5860,1,Traffic Noise,None,0,1
6145,182507,9032,R,693630,20000,2019-02-05,1,5180,0,No Nuisances,None,0,0
6146,182507,9028,R,273121,725000,2019-03-11,1,1590,1,Traffic Noise,None,0,1
6147,182507,9053,R,66211,327313,2019-05-25,1,2950,1,No Nuisances,None,0,0
6148,182507,9030,R,259182,595000,2019-12-18,1,2030,1,Traffic Noise,None,0,1
6149,182604,9356,R,9665,600000,2019-01-18,1,2030,1,No Nuisances,None,0,0
6150,182604,9291,R,6666,555500,2019-04-30,1,1200,0,No Nuisances,None,0,0
6151,182604,9193,R,6501,533000,2019-05-20,1,1560,0,Traffic Noise,None,0,1
6152,182604,9511,R,2070,620000,2019-05-29,1,1970,0,Other Nuisances,None,0,1
6153,182604,9286,R,9395,675000,2019-07-10,1,3240,1,Traffic Noise,None,0,1
6154,182604,9169,R,13845,425000,2019-07-27,1,2170,0,No Nuisances,None,0,0
6155,182604,9110,R,8800,587000,2019-10-10,1,1950,1,No Nuisances,None,0,0
6156,182605,9122,R,14054,1525000,2019-03-19,1,4480,1,No Nuisances,None,0,0
6157,182605,9125,R,10585,1400000,2019-03-26,1,4100,1,No Nuisances,None,0,0
6158,182605,9116,R,70951,1175000,2019-11-04,1,4150,1,No Nuisances,None,0,0
6159,182605,9123,R,13615,1450000,2019-11-19,1,3990,1,No Nuisances,None,0,0
6160,182606,9067,R,146361,880000,2019-10-29,1,2440,0,No Nuisances,None,0,0
6161,182720,300,R,13950,660000,2019-10-11,1,1460,0,No Nuisances,Puget Sound,1,0
6162,182720,185,R,17227,765000,2019-11-27,1,1878,1,No Nuisances,None,0,0
6163,182720,265,R,17754,2575000,2019-12-23,1,3690,1,No Nuisances,Puget Sound,1,0
6164,182800,1000,R,9182,588000,2019-03-20,1,1240,0,No Nuisances,None,0,0
6165,182800,760,R,8400,800000,2019-05-01,1,1540,0,No Nuisances,None,0,0
6166,182800,540,R,8424,830000,2019-06-19,1,1390,0,No Nuisances,None,0,0
6167,182800,1230,R,8050,185844,2019-07-03,1,2850,0,No Nuisances,None,0,0
6168,182800,1120,R,9730,1009200,2019-11-26,1,2640,0,No Nuisances,None,0,0
6169,182830,180,R,9714,1092000,2019-12-19,1,3290,1,Traffic Noise,None,0,1
6170,182930,150,R,20236,1112500,2019-10-25,1,3790,0,No Nuisances,None,0,0
6171,182970,75,R,9525,525000,2019-04-17,1,1500,0,No Nuisances,None,0,0
6172,183030,40,R,7154,1165000,2019-03-15,1,2700,1,No Nuisances,None,0,0
6173,183070,90,R,9832,760000,2019-09-12,1,1350,0,No Nuisances,None,0,0
6174,183210,30,R,8250,1975000,2019-05-24,1,3570,1,No Nuisances,None,0,0
6175,183210,115,R,9900,1350000,2019-06-04,1,2230,1,No Nuisances,None,0,0
6176,183210,65,R,7500,995000,2019-10-15,1,1330,0,No Nuisances,None,0,0
6177,183698,250,R,4504,1015000,2019-07-10,1,3100,1,No Nuisances,None,0,0
6178,183700,15,R,8160,659000,2019-07-18,1,2440,1,No Nuisances,None,0,0
6179,183700,75,R,8976,885000,2019-10-02,1,1980,1,No Nuisances,None,0,0
6180,183701,10,R,8073,725000,2019-03-12,1,2000,0,Traffic Noise,None,0,1
6181,183770,21,R,7360,1485000,2019-03-28,1,4050,1,No Nuisances,None,0,0
6182,183770,50,R,12005,1082500,2019-06-11,1,3440,0,No Nuisances,None,0,0
6183,183970,30,R,13300,465000,2019-07-23,1,1590,1,No Nuisances,None,0,0
6184,183970,110,R,18000,477999,2019-09-03,1,2150,0,No Nuisances,None,0,0
6185,183980,250,R,8787,1465000,2019-04-17,1,4510,1,No Nuisances,None,0,0
6186,183980,20,R,5923,1283000,2019-09-25,1,3300,1,No Nuisances,None,0,0
6187,183991,300,R,9916,525000,2019-04-10,1,1030,0,Other Nuisances,None,0,1
6188,183991,400,R,7272,735000,2019-05-13,1,1640,0,No Nuisances,None,0,0
6189,183991,190,R,7455,635000,2019-08-02,1,1450,0,No Nuisances,None,0,0
6190,183991,20,R,7350,615000,2019-10-01,1,2060,0,No Nuisances,None,0,0
6191,183992,50,R,10713,530000,2019-07-29,1,1270,0,No Nuisances,None,0,0
6192,184000,25,R,10943,420000,2019-12-13,1,1800,0,Traffic Noise,None,0,1
6193,184020,100,R,9000,400000,2019-08-06,1,1590,0,No Nuisances,None,0,0
6194,184030,280,R,8625,428000,2019-05-14,1,1400,1,Traffic Noise,None,0,1
6195,184030,100,R,9843,480000,2019-11-27,1,2460,0,Traffic Noise,None,0,1
6196,184080,105,R,12100,502500,2019-05-13,1,2300,0,No Nuisances,None,0,0
6197,184080,110,R,14375,455000,2019-05-13,1,2070,0,No Nuisances,None,0,0
6198,184090,85,R,11745,589800,2019-03-18,1,3380,1,Traffic Noise,None,0,1
6199,184090,10,R,13500,392500,2019-04-30,1,1610,1,No Nuisances,None,0,0
6200,184090,45,R,10224,641140,2019-05-28,1,3676,1,No Nuisances,None,0,0
6201,184140,130,R,19110,550000,2019-10-08,1,2800,0,No Nuisances,None,0,0
6202,184150,70,R,29500,645000,2019-10-21,1,3480,1,No Nuisances,None,0,0
6203,184200,110,R,8000,595000,2019-07-30,1,1320,0,No Nuisances,None,0,0
6204,184210,150,R,9520,817000,2019-04-25,1,1920,0,No Nuisances,None,0,0
6205,184210,90,R,11887,835000,2019-11-21,1,2150,0,No Nuisances,None,0,0
6206,184220,120,R,7282,840000,2019-05-22,1,2220,1,No Nuisances,None,0,0
6207,184237,90,R,5928,1150000,2019-11-18,1,2680,1,No Nuisances,None,0,0
6208,184241,10,R,14490,855000,2019-03-28,1,2430,1,No Nuisances,None,0,0
6209,184250,90,R,11961,1371000,2019-12-06,1,3760,0,No Nuisances,None,0,0
6210,184265,30,R,8550,1300000,2019-03-11,1,1860,0,No Nuisances,None,0,0
6211,184265,50,R,7800,1585000,2019-08-08,1,2390,1,No Nuisances,None,0,0
6212,184308,30,R,7366,1255000,2019-05-13,1,3440,1,No Nuisances,None,0,0
6213,184310,220,R,11251,470000,2019-04-26,1,2140,0,No Nuisances,None,0,0
6214,184310,390,R,7000,489000,2019-05-24,1,2140,0,No Nuisances,None,0,0
6215,184310,530,R,12396,508000,2019-08-07,1,2060,0,No Nuisances,None,0,0
6216,184310,630,R,10132,530000,2019-09-13,1,2680,0,No Nuisances,None,0,0
6217,184313,820,R,5000,434000,2019-05-13,1,2100,0,No Nuisances,None,0,0
6218,184313,760,R,5000,451000,2019-06-13,1,2240,1,No Nuisances,None,0,0
6219,184320,220,R,1898,250000,2019-04-02,1,1360,0,No Nuisances,None,0,0
6220,184320,20,R,1898,260000,2019-07-08,1,1360,0,No Nuisances,None,0,0
6221,184320,170,R,1934,249000,2019-07-30,1,1360,0,No Nuisances,None,0,0
6222,184320,110,R,1742,260000,2019-09-10,1,1360,0,No Nuisances,None,0,0
6223,184550,90,R,9611,1440000,2019-08-30,1,2850,0,Traffic Noise,None,0,1
6224,185220,55,R,8840,295000,2019-02-20,1,1010,0,No Nuisances,None,0,0
6225,185290,270,R,28853,1017000,2019-06-04,1,2880,0,No Nuisances,None,0,0
6226,185290,348,R,105346,2480000,2019-06-21,1,6440,1,No Nuisances,None,0,0
6227,185290,346,R,117677,1950000,2019-07-16,1,4390,1,No Nuisances,None,0,0
6228,185300,200,R,41848,1580000,2019-07-23,1,5370,1,No Nuisances,None,0,0
6229,185300,250,R,35476,1340000,2019-10-15,1,4070,1,No Nuisances,None,0,0
6230,185308,1190,R,5000,1138000,2019-08-15,1,3580,1,No Nuisances,None,0,0
6231,185308,940,R,7419,1215000,2019-11-25,1,4230,1,No Nuisances,None,0,0
6232,185320,80,R,9205,875000,2019-04-27,1,3150,0,Traffic Noise,None,0,1
6233,185340,40,R,9622,585000,2019-06-17,1,3162,1,No Nuisances,None,0,0
6234,185340,10,R,9612,559000,2019-09-09,1,2996,1,No Nuisances,None,0,0
6235,185350,130,R,9264,547000,2019-08-14,1,2320,1,Traffic Noise,None,0,1
6236,185475,84,R,9729,1608800,2019-01-08,1,3680,1,No Nuisances,None,0,0
6237,185475,90,R,11491,1680000,2019-07-30,1,3680,1,No Nuisances,None,0,0
6238,185600,50,R,20860,1608000,2019-10-16,1,3340,1,No Nuisances,None,0,0
6239,185860,16,R,6869,405000,2019-01-09,1,1440,0,No Nuisances,None,0,0
6240,185860,6,R,4649,428000,2019-08-07,1,1710,1,No Nuisances,None,0,0
6241,185860,27,R,46174,437000,2019-08-13,1,1490,0,Traffic Noise,None,0,1
6242,186060,205,R,3835,1948000,2019-05-06,1,2890,0,No Nuisances,None,0,0
6243,186060,170,R,5400,2050000,2019-06-22,1,3210,1,No Nuisances,None,0,0
